Label,# Samples,Error %,Apdex Value,Apdex Target (s),Apdex Rating,Small Group,Failed
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/cuenta-vuce/guardar?idpLogin=AUTHEXTRA&abbreviation=MR-59,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/cuenta-vuce/guardar?idpLogin=AUTHEXTRA&abbreviation=MR-60,1,0.0,0.5,2.0,Poor,true,true
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/pre-data/usuario/tipoDocumentoId/numeroDocumento/componenteId-18,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/pre-data/usuario/tipoDocumentoId/numeroDocumento/componenteId?usuario=EXTA0125&tipoDocumentoId=2&numeroDocumento=40038240&componenteId=1-17,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/usuario/data-min-legacy-16,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/usuario/data-min-legacy-19,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/usuario/data-min-legacy?idp=AUTHEXTRA&usuario=EXTA0125-14,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/usuario/existe-funcionario-5,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/usuario/existe-funcionario?componente=MR&usuario=EXTA0125&tipoDocumento=2&numeroDocumento=40038240-4,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/confirmacion-47,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/confirmacion?email=the.last.maverick.hunter.x@gmail.com&nombres=FREDDY%20HUAROCC-46,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/validate-code-52,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/validate-code?email=the.last.maverick.hunter.x@gmail.com&code=593799-51,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/verify-email-existe-45,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/verify-email-existe?email=the.last.maverick.hunter.x@gmail.com-44,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/interopera/reniec-10,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/interopera/reniec?aplicacion=AUTH2&dni=40038240&cacheable=true-7,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/catalogo/pais-22,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/catalogo/pais-25,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/catalogo/ubigeo-26,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/catalogo/ubigeo-27,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/parametro/unico-23,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/parametro/unico-24,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/parametro/unico?codigo=TIEMPOCODVAL-20,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/parametro/unico?codigo=TIEMPOCODVAL-21,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-profile-api/1.0/perfil/perfil-habilitado-activo-12,1,0.0,1.0,2.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-profile-api/1.0/perfil/perfil-habilitado-activo?usuario=EXTA0125-11,1,0.0,1.0,2.0,Excellent,true,false
